,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
851,H11433,2012,1.0,0,1,0,1,1,980,2,1988,   ,83069,0.0
852,H11435,2013,1.0,1,1,0,1,1,1850,3,1980,   ,67482,0.0
853,H11436,2012,1.0,0,0,1,0,0,593,2,2005,4,59663,0.0
854,H11437,2012,1.0,0,0,0,1,1,550,2,1960,   ,95500,0.0
855,H11439,2012,1.0,1,1,0,1,1,400,4,1980,   ,75118,0.0
856,H11440,2012,1.0,0,0,1,0,0,946,3,2006,4,93053,0.0
857,H11443,2013,0.495890411,1,1,0,1,1,1828,4,1960,   ,75120,0.0
858,H11445,2015,1.0,0,0,0,1,1,1474,2,1960,   ,34189,0.0
859,H11446,2016,0.99726776,0,0,0,1,1,1474,2,1960,   ,34189,0.0
860,H11449,2016,0.494535519,0,1,0,1,1,1800,2,1960,   ,30032,0.0
861,H11450,2016,0.99726776,0,0,1,0,0,600,3,1959,5,2B033,0.0
862,H11452,2016,0.99726776,0,1,0,1,1,3116,2,1988,   ,83009,0.0
863,H11453,2015,1.0,0,1,0,1,1,1110,1,1980,   ,63075,0.0
864,H11454,2014,1.0,0,1,0,1,1,160,2,1980,   ,34192,0.0
865,H11455,2012,1.0,1,1,0,1,1,402,4,0,   ,75115,0.0
866,H11456,2013,1.0,1,1,0,1,1,402,4,0,   ,75115,0.0
867,H11459,2012,0.494535519,0,1,0,1,1,445,1,1960,   ,59183,0.0
868,H1146,2012,1.0,0,0,0,1,1,455,2,1980,   ,56258,0.0
869,H11462,2014,1.0,0,1,0,1,1,383,2,1988,   ,64024,0.0
870,H11464,2013,1.0,0,1,0,1,1,3137,1,1980,   ,7102,0.0
871,H11465,2013,1.0,0,1,0,1,1,2700,1,1980,   ,7102,0.0
872,H11468,2016,0.99726776,0,0,0,1,1,2000,3,1980,   ,83137,0.0
873,H1147,2014,1.0,0,0,0,1,1,455,2,1980,   ,56258,0.0
874,H11473,2015,0.983561644,1,1,0,1,1,2695,2,1988,   ,31205,0.0
875,H11474,2014,1.0,0,0,1,0,0,500,1,1930,2,73065,0.0
876,H11476,2016,0.99726776,0,1,0,1,1,400,2,1960,   ,13202,0.0
877,H11477,2012,1.0,0,1,0,1,1,600,1,1980,   ,50218,0.0
878,H11478,2012,1.0,1,1,0,1,1,390,2,1980,   ,83110,0.0
879,H1148,2015,1.0,0,0,0,1,1,455,2,1980,   ,56258,0.0
880,H11480,2012,1.0,0,1,0,1,1,550,2,1980,   ,64102,0.0
881,H11481,2012,1.0,0,1,0,1,1,2200,1,1988,   ,74262,0.0
882,H11482,2014,1.0,0,1,0,1,1,1835,2,1960,   ,13205,0.0
883,H11483,2013,0.690410959,0,1,0,1,1,1200,2,0,   ,57463,0.0
884,H11484,2016,0.99726776,0,0,0,1,1,400,2,1960,   ,13207,0.0
885,H11486,2012,1.0,0,1,0,1,1,1300,1,1988,   ,61169,0.0
886,H11488,2014,1.0,0,1,0,1,1,1300,1,1988,   ,61169,0.0
887,H11490,2013,1.0,0,1,0,1,1,1672,2,1988,   ,38517,0.0
888,H11494,2013,0.375342466,0,1,0,1,1,3848,3,1980,   ,59360,0.0
889,H11495,2012,1.0,0,0,1,0,0,1850,2,1972,5,76259,0.0
890,H11496,2014,1.0,0,0,1,0,0,1850,2,1972,5,76259,0.0
891,H11497,2015,0.580821918,0,0,1,0,0,1850,2,1972,5,76259,0.0
892,H11498,2015,1.0,0,0,1,0,0,2690,2,1988,6,62193,0.0
893,H11499,2012,1.0,0,1,0,1,1,420,1,0,   ,74224,0.0
894,H11500,2014,1.0,0,1,0,1,1,750,1,1960,   ,33015,0.0
895,H11501,2015,1.0,0,1,0,1,1,750,1,1960,   ,33015,0.0
896,H11502,2015,1.0,1,1,0,1,1,590,4,1960,   ,75114,0.0
897,H11508,2012,1.0,1,1,0,1,1,685,3,1960,   ,38185,0.0
898,H11509,2012,1.0,0,0,1,0,0,2550,2,1977,4,59378,0.0
899,H1151,2012,1.0,0,0,0,1,1,629,2,1980,   ,56260,0.0
900,H11510,2013,0.495890411,0,1,0,1,1,160,3,1980,   ,93039,0.0
901,H11511,2015,1.0,0,0,0,1,1,600,1,1960,   ,17396,0.0
902,H11512,2016,0.99726776,0,0,0,1,1,990,2,1980,   ,60159,0.0
903,H11513,2013,0.665753425,0,0,1,0,0,1798,2,1980,5,38433,0.0
904,H11518,2014,1.0,0,1,0,1,1,500,2,1980,   ,30047,0.0
905,H11519,2015,1.0,0,1,0,1,1,500,2,1980,   ,30047,0.0
906,H1152,2016,0.99726776,0,0,1,0,0,1400,2,1900,7,13206,0.0
907,H11521,2014,1.0,0,1,0,1,1,5070,2,1960,   ,25274,0.0
908,H11522,2016,0.99726776,0,1,0,1,1,5070,2,1960,   ,25274,0.0
909,H11523,2012,1.0,0,0,1,0,0,245,2,1900,3,83050,0.0
910,H11524,2014,0.794520548,1,1,0,1,1,7020,2,1988,   ,42218,0.0
911,H11525,2013,1.0,0,1,0,1,1,1957,1,1980,   ,43157,0.0
912,H11528,2016,0.99726776,0,1,0,1,1,1957,1,1980,   ,43157,0.0
913,H11530,2014,1.0,0,1,0,1,1,978,1,1980,   ,43157,0.0
914,H11531,2015,1.0,0,1,0,1,1,978,1,1980,   ,43157,0.0
915,H11532,2014,1.0,0,1,0,1,1,1957,1,1980,   ,43157,0.0
916,H11534,2014,0.567123288,0,0,1,0,0,950,2,2007,3,67156,0.0
917,H11535,2014,1.0,0,0,1,0,0,976,2,1900,4,63113,0.0
918,H11536,2013,0.493150685,1,1,0,1,1,2056,4,1988,   ,75113,0.0
919,H11541,2012,1.0,0,1,0,1,1,3791,3,1960,   ,64189,0.0
920,H11544,2015,1.0,0,1,0,1,1,3791,3,1960,   ,64189,0.0
921,H11545,2012,1.0,1,1,0,1,1,920,2,1960,   ,13205,0.0
922,H11546,2014,0.610958904,1,1,0,1,1,920,2,1960,   ,13205,0.0
923,H11547,2014,1.0,0,0,1,0,0,650,2,1989,3,77318,0.0
924,H11548,2013,1.0,1,1,0,1,1,450,4,1960,   ,75113,0.0
925,H11549,2015,1.0,0,0,1,0,0,15400,4,1970,9,6083,0.0
926,H11550,2013,0.789041096,0,0,0,1,1,8700,4,1980,   ,6004,0.0
927,H11551,2014,1.0,0,1,0,1,1,18109,4,1980,   ,6155,0.0
928,H11554,2015,1.0,0,1,0,1,1,650,2,1960,   ,63113,0.0
929,H11557,2012,1.0,1,1,0,1,1,2000,4,1960,   ,75109,0.0
930,H11558,2013,1.0,1,1,0,1,1,360,4,1960,   ,75118,0.0
931,H11562,2015,1.0,0,1,0,1,1,190,4,1980,   ,6029,0.0
932,H11563,2013,1.0,1,1,0,1,1,1475,2,1988,   ,68297,0.0
933,H11564,2014,1.0,1,1,0,1,1,1475,2,1988,   ,68297,0.0
934,H11565,2012,1.0,1,0,1,0,0,1327,1,2008,3,13056,0.0
935,H11566,2015,1.0,1,0,1,0,0,1327,1,2008,3,13056,0.0
936,H11568,2013,1.0,0,0,0,1,1,0,2,1970,   ,,0.0
937,H11569,2013,0.698630137,1,0,1,0,0,413,4,1960,2,6085,0.0
938,H1157,2013,1.0,0,0,0,1,1,1250,1,1960,   ,55545,0.0
939,H11570,2014,0.665753425,0,1,0,1,1,1692,2,1980,   ,69266,0.0
940,H11574,2014,1.0,0,0,1,0,0,790,2,1970,5,63113,0.0
941,H11577,2016,0.99726776,0,0,1,0,0,2000,3,1970,7,2A004,0.0
942,H11581,2012,1.0,0,1,0,1,1,335,1,1960,   ,13900,0.0
943,H11582,2012,1.0,0,0,0,1,1,0,4,1900,   ,,0.0
944,H11583,2015,1.0,0,0,0,1,1,0,4,1900,   ,,0.0
945,H11584,2014,1.0,0,1,0,1,1,650,2,1988,   ,83009,0.0
946,H11588,2015,1.0,0,0,1,0,0,1893,1,1995,5,74220,0.0
947,H1159,2012,1.0,0,0,0,1,1,6320,1,1980,   ,86194,0.0
948,H11590,2014,1.0,0,1,0,1,1,200,2,1960,   ,83009,0.0
949,H11592,2015,1.0,1,1,0,1,1,360,3,0,   ,92048,0.0
950,H11593,2012,1.0,1,1,0,1,1,35,4,0,   ,75116,0.0
951,H11594,2014,1.0,1,1,0,1,1,35,4,0,   ,75116,0.0
952,H11598,2016,0.967213115,1,0,0,1,1,3985,2,1988,   ,31555,0.0
953,H1160,2014,0.082191781,0,0,0,1,1,6320,1,1980,   ,86194,0.0
954,H11603,2015,1.0,1,1,0,1,1,700,4,0,   ,75114,0.0
955,H11605,2012,1.0,1,1,0,1,1,350,4,0,   ,75120,0.0
956,H11606,2013,1.0,1,1,0,1,1,350,4,0,   ,75120,0.0
957,H11607,2012,0.683060109,1,1,0,1,1,1169,1,1988,   ,13056,0.0
958,H11612,2015,1.0,1,1,0,1,1,1344,2,1988,   ,38567,0.0
959,H11613,2014,0.665753425,0,1,0,1,1,500,2,1960,   ,34172,0.0
960,H11614,2013,1.0,1,1,0,1,1,199,2,1960,   ,95555,0.0
961,H11615,2012,1.0,0,1,0,1,1,450,2,1960,   ,56260,0.0
962,H11616,2013,1.0,0,1,0,1,1,450,2,1960,   ,56260,0.0
963,H11622,2013,0.747945205,0,0,0,1,1,796,3,1960,   ,38185,0.0
964,H11624,2013,1.0,1,1,0,1,1,1160,4,0,   ,75102,0.0
965,H11625,2013,1.0,0,1,0,1,1,850,1,1980,   ,17380,0.0
966,H11626,2013,1.0,0,1,0,1,1,350,2,1960,   ,83017,0.0
967,H11628,2013,0.843835616,0,1,0,1,1,1022,3,1960,   ,59507,0.0
968,H1163,2015,1.0,0,0,0,1,1,8933,2,1960,   ,34032,0.0
969,H11630,2014,1.0,0,0,1,0,0,1580,1,1977,6,48080,0.0
970,H11631,2015,1.0,0,0,1,0,0,1580,1,1977,6,48080,0.0
971,H11632,2015,1.0,0,1,0,1,1,540,2,0,   ,90008,0.0
972,H11634,2013,1.0,1,1,0,1,1,1485,2,1988,   ,13001,0.0
973,H11639,2013,1.0,1,0,1,0,0,250,2,1950,3,11262,0.0
974,H1164,2016,0.994535519,0,0,0,1,1,8933,2,1960,   ,34032,0.0
975,H11640,2013,0.747945205,1,1,0,1,1,6209,3,1960,   ,92062,0.0
976,H11643,2012,1.0,0,1,0,1,1,1820,1,1988,   ,22050,0.0
977,H11645,2015,0.983561644,1,1,0,1,1,2272,2,1988,   ,31557,0.0
978,H11646,2016,0.967213115,1,1,0,1,1,2272,2,1988,   ,31557,0.0
979,H11647,2015,1.0,0,1,0,1,1,630,2,1960,   ,13208,0.0
980,H11648,2012,0.759562842,0,0,1,0,0,783,2,1980,3,38205,0.0
981,H1165,2014,1.0,0,0,0,1,1,1500,2,1980,   ,34324,0.0
982,H11650,2015,1.0,1,0,1,0,0,850,2,2006,3,40312,0.0
983,H11651,2013,1.0,0,1,0,1,1,1660,4,0,   ,6029,0.0
984,H11652,2013,0.747945205,1,1,0,1,1,3788,2,1988,   ,24053,0.0
985,H11653,2012,1.0,0,1,0,1,1,2220,2,1988,   ,26198,0.0
986,H11655,2013,0.747945205,0,1,0,1,1,1503,1,1988,   ,13026,0.0
987,H11656,2014,1.0,0,1,0,1,1,2800,1,1988,   ,74012,0.0
988,H11658,2012,1.0,0,0,1,0,0,2400,2,1974,5,80228,0.0
989,H11659,2016,0.99726776,0,0,1,0,0,2400,2,1974,5,80228,0.0
990,H1166,2013,0.221917808,0,0,0,1,1,238,1,1980,   ,86194,0.0
991,H11661,2016,0.99726776,0,1,0,1,1,185,3,1960,   ,93046,0.0
992,H11663,2015,1.0,0,0,1,0,0,350,1,2000,2,74123,0.0
993,H11665,2014,0.747945205,0,1,0,1,1,1783,1,1960,   ,54318,0.0
994,H11667,2012,1.0,0,1,0,1,1,2300,4,1980,   ,6088,0.0
995,H11669,2016,0.99726776,0,1,0,1,1,450,3,1960,   ,93048,0.0
996,H1167,2013,1.0,0,0,0,1,1,2010,1,1980,   ,86194,0.0
997,H11673,2012,1.0,1,1,0,1,1,1420,1,1988,   ,13104,0.0
998,H11674,2016,1.0,1,0,1,0,0,600,3,1900,5,92002,0.0
999,H11675,2013,1.0,1,1,0,1,1,735,4,1960,   ,75106,0.0
1000,H11677,2015,1.0,0,1,0,1,1,900,3,1960,   ,64189,0.0
1001,H11679,2014,1.0,0,1,0,1,1,400,4,1980,   ,6027,0.0
1002,H11680,2015,0.747945205,0,1,0,1,1,400,4,1980,   ,6027,0.0
1003,H11681,2014,0.997260274,1,0,1,0,0,820,3,1981,4,59350,0.0
1004,H11684,2013,1.0,1,1,0,1,1,960,2,1980,   ,83144,0.0
1005,H11685,2012,1.0,1,0,1,0,0,1390,3,1940,5,38185,0.0
1006,H11686,2013,0.747945205,1,0,1,0,0,1390,3,1940,5,38185,0.0
1007,H11688,2015,1.0,0,1,0,1,1,160,4,1960,   ,6083,0.0
1008,H11689,2014,1.0,0,1,0,1,1,250,4,1960,   ,6083,0.0
1009,H1169,2015,1.0,0,0,0,1,1,1500,2,1980,   ,34324,0.0
1010,H11693,2013,1.0,0,1,0,1,1,300,3,1960,   ,93048,0.0
1011,H11696,2015,1.0,0,0,1,0,0,6200,2,1962,10,13215,0.0
1012,H11698,2014,1.0,0,1,0,1,1,2350,2,1980,   ,63113,0.0
1013,H117,2012,1.0,0,0,0,1,1,1643,3,0,   ,67482,0.0
1014,H1170,2016,1.0,0,0,0,1,1,1500,2,1980,   ,34324,0.0
1015,H11701,2013,0.271232877,1,0,1,0,0,931,1,1950,4,16015,0.0
1016,H11702,2012,1.0,1,1,0,1,1,700,3,1960,   ,64189,0.0
1017,H11703,2013,0.832876712,1,1,0,1,1,700,3,1960,   ,64189,0.0
1018,H11706,2014,1.0,0,0,1,0,0,550,1,1930,3,58145,0.0
1019,H11707,2012,1.0,0,1,0,1,1,5400,2,1960,   ,13214,0.0
1020,H11708,2016,0.99726776,0,1,0,1,1,5400,2,1960,   ,13214,0.0
1021,H11709,2013,1.0,0,1,0,1,1,810,2,1988,   ,83123,0.0
1022,H1171,2013,1.0,0,0,0,1,1,688,1,1980,   ,86194,0.0
1023,H11710,2016,0.99726776,0,1,0,1,1,810,2,1988,   ,83123,0.0
1024,H11711,2012,1.0,1,1,0,1,1,30,2,1960,   ,25056,0.0
1025,H11712,2012,1.0,0,1,0,1,1,596,4,1960,   ,6088,0.0
1026,H11713,2016,0.99726776,0,1,0,1,1,180,2,0,   ,13202,0.0
1027,H11714,2014,1.0,0,0,1,0,0,400,2,1854,3,64024,0.0
1028,H11715,2013,0.747945205,1,1,0,1,1,4224,3,1980,   ,94044,0.0
1029,H11716,2013,1.0,0,0,1,0,0,600,2,1850,3,26108,0.0
1030,H11717,2012,1.0,0,0,1,0,0,370,2,1930,3,66136,0.0
1031,H11719,2015,1.0,0,1,0,1,1,300,2,0,   ,13206,0.0
1032,H1172,2014,1.0,0,0,0,1,1,920,2,1960,   ,34032,0.0
1033,H11720,2012,1.0,0,0,0,1,1,0,2,1948,   ,,0.0
1034,H11721,2012,1.0,0,0,0,1,1,0,2,1993,   ,,0.0
1035,H11725,2013,0.780821918,0,1,0,1,1,450,2,1960,   ,13205,0.0
1036,H11726,2012,1.0,1,1,0,1,1,230,3,1960,   ,93062,0.0
1037,H11727,2012,1.0,0,1,0,1,1,200,2,1960,   ,13209,0.0
1038,H11729,2014,1.0,1,0,1,0,0,310,2,1951,3,13206,0.0
1039,H1173,2013,0.646575342,0,0,0,1,1,380,2,1980,   ,34003,0.0
1040,H11730,2014,1.0,1,0,0,1,1,700,4,1960,   ,75118,0.0
1041,H11731,2012,1.0,1,1,0,1,1,295,2,1960,   ,64102,0.0
1042,H11737,2013,0.02739726,1,1,0,1,1,350,3,0,   ,33063,0.0
1043,H1174,2012,1.0,0,0,0,1,1,300,1,1980,   ,86194,0.0
1044,H11740,2015,1.0,0,1,0,1,1,1200,1,0,   ,13077,0.0
1045,H11742,2012,0.833333333,0,1,0,1,1,300,1,1960,   ,33063,0.0
1046,H11743,2014,1.0,1,1,0,1,1,9709,3,1960,   ,59368,0.0
1047,H11744,2013,1.0,1,0,1,0,0,1654,2,2006,4,26357,0.0
1048,H11745,2012,0.74863388,0,1,0,1,1,380,1,1988,   ,17299,0.0
1049,H11747,2012,1.0,1,1,0,1,1,715,2,1960,   ,78517,0.0
1050,H11748,2014,0.975342466,1,1,0,1,1,715,2,1960,   ,78517,0.0
1051,H1175,2012,1.0,0,0,0,1,1,890,1,1980,   ,86194,0.0
1052,H11750,2016,0.99726776,0,1,0,1,1,2050,2,0,   ,62826,0.0
1053,H11755,2014,1.0,0,0,1,0,0,2320,2,1960,4,63113,0.0
1054,H11757,2013,1.0,1,1,0,1,1,2210,1,1980,   ,16015,0.0
1055,H11760,2012,1.0,0,0,0,1,1,420,1,1960,   ,74159,0.0
1056,H11761,2013,1.0,0,0,0,1,1,420,1,1960,   ,74159,0.0
1057,H11762,2014,1.0,0,0,0,1,1,420,1,1960,   ,74159,0.0
1058,H11765,2012,1.0,1,1,0,1,1,350,3,1980,   ,94052,0.0
1059,H11766,2015,1.0,1,1,0,1,1,350,3,1980,   ,94052,0.0
1060,H11767,2012,1.0,0,1,0,1,1,610,4,1960,   ,6083,0.0
1061,H11768,2014,0.871232877,0,1,0,1,1,610,4,1960,   ,6083,0.0
1062,H1177,2014,1.0,0,0,1,0,0,2250,1,1975,3,86194,0.0
1063,H11772,2016,1.0,0,1,0,1,1,400,2,1960,   ,13201,0.0
1064,H11773,2013,1.0,0,0,1,0,0,900,1,2006,3,13004,0.0
1065,H11776,2013,1.0,0,0,1,0,0,860,2,1970,3,83123,0.0
1066,H11782,2012,1.0,0,1,0,1,1,440,2,1988,   ,14365,0.0
1067,H11784,2013,1.0,0,0,1,0,0,3350,1,2006,5,35093,0.0
1068,H11785,2014,1.0,0,0,1,0,0,3350,1,2006,5,35093,0.0
1069,H11786,2016,1.0,0,0,1,0,0,3350,1,2006,5,35093,0.0
1070,H11787,2014,0.915068493,0,1,0,1,1,725,2,1960,   ,13201,0.0
1071,H11788,2014,1.0,0,1,0,1,1,295,2,1960,   ,13205,0.0
1072,H11789,2016,0.99726776,0,1,0,1,1,295,2,1960,   ,13205,0.0
1073,H11790,2012,1.0,0,1,0,1,1,550,2,1960,   ,13205,0.0
1074,H11791,2014,0.915068493,0,1,0,1,1,440,2,1980,   ,13205,0.0
1075,H11793,2012,1.0,0,1,0,1,1,1660,1,1980,   ,13096,0.0
1076,H11794,2013,1.0,1,1,0,1,1,4169,2,1980,   ,56034,0.0
1077,H11795,2014,1.0,1,1,0,1,1,4169,2,1980,   ,56034,0.0
1078,H11796,2012,1.0,1,0,1,0,0,12131,2,1975,2,56034,0.0
1079,H11797,2014,1.0,1,0,1,0,0,12131,2,1975,2,56034,0.0
1080,H11798,2015,1.0,0,1,0,1,1,550,2,0,   ,70285,0.0
1081,H1180,2015,1.0,0,0,0,1,1,150,1,1980,   ,86194,0.0
1082,H11803,2014,0.868493151,0,1,0,1,1,400,2,1960,   ,13207,0.0
1083,H11804,2012,1.0,1,0,1,0,0,5102,2,2005,3,82190,0.0
1084,H11809,2015,1.0,0,0,1,0,0,1630,2,2006,4,83062,0.0
1085,H1181,2016,0.99726776,0,0,0,1,1,150,1,1980,   ,86194,0.0
1086,H11810,2012,1.0,0,1,0,1,1,390,2,1980,   ,64122,0.0
1087,H11811,2013,0.747945205,0,1,0,1,1,390,2,1980,   ,64122,0.0
1088,H11814,2016,0.983606557,1,1,0,1,1,10147,2,1988,   ,31555,0.0
1089,H11815,2012,1.0,1,1,0,1,1,3300,3,1988,   ,33281,0.0
1090,H11817,2013,1.0,0,1,0,1,1,3490,3,0,   ,93048,0.0
1091,H1182,2012,1.0,0,0,0,1,1,221,1,1980,   ,86194,0.0
1092,H11823,2016,0.99726776,0,1,0,1,1,2170,2,1988,   ,26198,0.0
1093,H11824,2012,1.0,0,1,0,1,1,3721,2,1988,   ,26198,0.0
1094,H1183,2015,1.0,0,0,0,1,1,381,1,1960,   ,42312,0.0
1095,H11830,2012,1.0,0,1,0,1,1,4800,4,1980,   ,6104,0.0
1096,H11831,2014,1.0,0,0,1,0,0,600,2,1900,5,13203,0.0
1097,H11832,2016,0.99726776,0,0,1,0,0,600,2,1900,5,13203,0.0
1098,H11833,2015,1.0,0,1,0,1,1,500,1,1960,   ,87085,0.0
1099,H11834,2016,0.99726776,0,1,0,1,1,500,1,1960,   ,87085,0.0
1100,H11836,2015,1.0,1,1,0,1,1,1080,3,1980,   ,38185,0.0
1101,H11837,2012,0.983606557,0,1,0,1,1,1100,2,1960,   ,59378,0.0
1102,H11839,2012,1.0,1,1,0,1,1,4500,2,1980,   ,34344,0.0
1103,H1184,2013,1.0,0,1,0,1,1,410,1,1980,   ,86194,0.0
1104,H11840,2013,1.0,0,1,0,1,1,250,1,1960,   ,37261,0.0
1105,H11842,2012,1.0,1,1,0,1,1,2200,4,1960,   ,75113,0.0
1106,H11846,2012,1.0,0,1,0,1,1,615,3,1960,   ,54395,0.0
1107,H11847,2014,0.915068493,0,1,0,1,1,615,3,1960,   ,54395,0.0
1108,H1185,2012,1.0,0,0,0,1,1,432,1,1960,   ,71270,0.0
1109,H11850,2013,1.0,0,1,0,1,1,508,2,0,   ,40284,0.0
1110,H11854,2012,1.0,0,0,1,0,0,4745,2,1955,7,26362,0.0
1111,H11859,2012,1.0,1,0,1,0,0,200,2,1995,4,31555,0.0
1112,H1186,2016,0.989071038,0,0,0,1,1,432,1,1960,   ,71270,0.0
1113,H11860,2014,1.0,0,1,0,1,1,250,1,1960,   ,46102,0.0
1114,H11865,2015,1.0,0,0,1,0,0,840,1,1945,4,74123,0.0
1115,H11866,2015,1.0,0,1,0,1,1,375,3,1988,   ,93077,0.0
1116,H11868,2012,0.866120219,1,1,0,1,1,900,3,1960,   ,92046,0.0
1117,H11869,2013,0.0,1,1,0,1,1,1268,4,1980,   ,75114,0.0
1118,H1187,2012,1.0,0,0,0,1,1,640,1,1980,   ,86194,0.0
1119,H11870,2014,1.0,1,1,0,1,1,2900,3,0,   ,92049,0.0
1120,H11873,2015,1.0,0,1,0,1,1,450,2,1960,   ,83009,0.0
1121,H11876,2013,1.0,1,1,0,1,1,810,3,1960,   ,92075,0.0
1122,H11877,2015,1.0,0,0,1,0,0,1500,1,1984,3,5177,0.0
1123,H11879,2012,1.0,0,1,0,1,1,2067,1,1980,   ,43157,0.0
1124,H1188,2014,0.068493151,0,0,0,1,1,511,1,1980,   ,86194,0.0
1125,H11880,2013,1.0,0,1,0,1,1,1782,1,1980,   ,43157,0.0
1126,H11882,2016,0.99726776,0,1,0,1,1,2462,1,1980,   ,43157,0.0
1127,H11884,2013,1.0,1,1,0,1,1,535,4,1960,   ,75117,0.0
1128,H11885,2016,0.99726776,1,1,0,1,1,535,4,1960,   ,75117,0.0
1129,H11886,2012,1.0,1,1,0,1,1,680,4,1960,   ,75117,0.0
1130,H11887,2013,1.0,0,1,0,1,1,2300,1,1980,   ,86194,0.0
1131,H11888,2012,1.0,1,1,0,1,1,1950,3,1988,   ,94069,0.0
1132,H1189,2012,1.0,0,0,0,1,1,650,1,1980,   ,86194,0.0
1133,H11892,2012,1.0,1,1,0,1,1,1634,4,0,   ,75107,0.0
1134,H11893,2013,1.0,1,1,0,1,1,1000,4,0,   ,75117,0.0
1135,H11894,2013,1.0,1,1,0,1,1,600,4,0,   ,75113,0.0
1136,H11896,2014,0.010958904,1,1,0,1,1,1450,3,0,   ,92062,0.0
1137,H11897,2012,1.0,1,1,0,1,1,500,3,0,   ,92009,0.0
1138,H11898,2016,0.99726776,1,1,0,1,1,1250,4,1980,   ,6030,0.0
1139,H119,2015,1.0,0,0,1,0,0,528,1,1960,4,85194,0.0
1140,H1190,2015,0.997260274,0,1,0,1,1,680,1,1980,   ,86194,0.0
1141,H11900,2013,1.0,1,1,0,1,1,900,2,1980,   ,38071,0.0
1142,H11901,2014,1.0,1,1,0,1,1,900,2,1980,   ,38071,0.0
1143,H11903,2015,1.0,1,0,1,0,0,750,3,1965,2,83137,0.0
1144,H11904,2012,1.0,1,1,0,1,1,770,3,0,   ,93062,0.0
1145,H11905,2013,1.0,1,1,0,1,1,770,3,0,   ,93062,0.0
1146,H11907,2015,1.0,1,1,0,1,1,1440,4,0,   ,75119,0.0
1147,H11908,2013,1.0,1,0,1,0,0,1566,4,2007,5,75115,0.0
1148,H11909,2014,1.0,1,1,0,1,1,2242,4,0,   ,75115,0.0
1149,H11913,2012,1.0,0,1,0,1,1,820,4,1980,   ,6088,0.0
1150,H11915,2012,1.0,0,1,0,1,1,910,1,1988,   ,19031,0.0
1151,H11917,2015,1.0,0,1,0,1,1,856,3,1960,   ,93010,0.0
1152,H11918,2014,0.991780822,0,1,0,1,1,460,1,0,   ,17300,0.0
1153,H11920,2013,1.0,0,0,1,0,0,300,1,1960,3,3310,0.0
1154,H11921,2016,0.99726776,0,0,1,0,0,300,1,1960,3,3310,0.0
1155,H11922,2015,1.0,0,1,0,1,1,1250,3,1960,   ,92004,0.0
1156,H11923,2015,1.0,1,1,0,1,1,2068,2,1960,   ,31561,0.0
1157,H11925,2016,0.99726776,1,0,1,0,0,330,1,1884,1,54548,0.0
1158,H11927,2014,1.0,0,0,1,0,0,350,1,1930,4,13004,0.0
1159,H1193,2014,1.0,0,1,0,1,1,870,1,1980,   ,86194,0.0
1160,H11932,2015,1.0,0,1,0,1,1,1156,2,1960,   ,63113,0.0
1161,H11933,2013,1.0,0,1,0,1,1,420,2,1960,   ,13207,0.0
1162,H11935,2014,1.0,1,0,1,0,0,330,1,1884,1,54548,0.0
1163,H11936,2016,0.99726776,1,0,1,0,0,330,1,1884,1,54548,0.0
1164,H11937,2013,1.0,0,0,1,0,0,315,4,1970,3,6083,0.0
1165,H11939,2012,1.0,0,1,0,1,1,1360,1,1960,   ,43157,0.0
1166,H1194,2012,1.0,0,0,0,1,1,280,1,1980,   ,86194,0.0
1167,H11940,2012,0.912568306,0,1,0,1,1,2390,2,1980,   ,56260,0.0
1168,H11941,2012,0.915300546,0,0,1,0,0,4010,4,1920,7,75120,0.0
1169,H11942,2013,0.084931507,0,1,0,1,1,6184,3,1980,   ,64445,0.0
1170,H11943,2013,1.0,1,1,0,1,1,650,2,1960,   ,51454,0.0
1171,H11945,2014,0.997260274,1,1,0,1,1,300,3,1960,   ,59350,0.0
1172,H11946,2012,1.0,1,1,0,1,1,180,3,1960,   ,59350,0.0
1173,H11948,2012,1.0,0,1,0,1,1,2400,1,1980,   ,13119,0.0
1174,H11949,2014,1.0,0,0,1,0,0,204,2,1900,4,78586,0.0
1175,H1195,2014,1.0,0,0,0,1,1,200,1,1980,   ,86194,0.0
1176,H11950,2012,1.0,0,0,0,1,1,1770,3,1980,   ,83137,0.0
1177,H11952,2015,1.0,1,0,0,1,1,1600,4,0,   ,75117,0.0
1178,H11953,2016,0.99726776,1,0,0,1,1,1600,4,0,   ,75117,0.0
1179,H11955,2012,1.0,0,1,0,1,1,390,1,1960,   ,74011,0.0
1180,H1196,2013,1.0,0,0,0,1,1,755,1,1980,   ,86194,0.0
1181,H11960,2016,0.99726776,0,0,1,0,0,2821,2,1991,4,64024,0.0
1182,H11961,2014,1.0,0,0,1,0,0,1920,2,1980,5,64122,0.0
1183,H11963,2014,1.0,0,1,0,1,1,2906,1,1988,   ,50565,0.0
1184,H11965,2014,1.0,0,0,1,0,0,1950,1,1982,4,86194,0.0
1185,H1197,2012,1.0,0,0,0,1,1,11848,1,1988,   ,86194,0.0
1186,H11973,2013,0.150684932,0,1,0,1,1,3900,2,1960,   ,38548,0.0
1187,H11974,2012,1.0,0,1,0,1,1,1650,2,0,   ,38205,0.0
