Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H3687,2014,1,0,V,V,V,U,1700,2,1980,   .,31555,0
H3690,2012,1,0,V,V,V,U,780,2,1960,   .,31555,0
H3841,2014,1,0,V,V,V,U,1600,2,,   .,31555,1
H3969,2012,1,0,V,V,V,U,750,2,,   .,31555,0
H3970,2013,0.495890411,0,V,V,V,U,750,2,,   .,31555,1
H4056,2013,1,0,V,N,O,R,1700,2,1980,2,31555,0
H4057,2015,1,0,V,N,O,R,1700,2,1980,2,31555,0
H4073,2014,1,0,N,V,V,U,200,2,1960,   .,31555,0
H4873,2014,1,0,V,N,O,R,1260,2,1985,3,31555,0
H5060,2015,1,0,N,V,V,U,349,2,1960,   .,31555,0
H5254,2012,1,0,V,V,V,U,442,2,,   .,31555,0
H5255,2014,1,0,V,V,V,U,442,2,,   .,31555,0
H543,2012,1,1,V,N,O,R,676,2,1718,4,31555,0
H544,2014,1,1,V,N,O,R,676,2,1718,4,31555,0
H5618,2015,1,0,V,N,O,R,1100,2,1975,3,31555,0
H6501,2015,1,0,V,V,V,U,120,2,,   .,31555,0
H6761,2015,1,1,N,V,V,U,545,2,1960,   .,31555,0
H6769,2014,1,1,N,V,V,U,400,2,1960,   .,31555,0
H6771,2013,0.509589041,1,V,N,O,R,1142,2,1995,3,31555,0
H6781,2013,0.150684932,0,V,V,V,U,8900,2,,   .,31555,1
H7288,2013,1,0,N,V,V,U,3195,2,1960,   .,31555,1
H7296,2014,1,1,V,N,O,R,1000,2,1900,4,31555,1
H7324,2012,1,0,V,N,O,R,2000,2,1985,5,31555,1
H7325,2014,1,0,V,N,O,R,2400,2,1985,6,31555,0
H7367,2012,1,1,N,V,V,U,1941,2,1980,   .,31555,1
H741,2015,1,0,V,N,O,R,1253,2,1985,2,31555,1
H742,2016,0.99726776,0,V,N,O,R,1253,2,1985,2,31555,0
H16162,2015,1,1,V,N,O,R,4500,2,2006,2,31561,0
H12770,2015,1,0,N,V,V,U,4189,1,1988,   .,32013,0
H425,2012,1,0,V,V,V,U,700,1,,   .,32013,0
H16520,2012,1,0,V,N,O,R,1239,1,1988,3,32096,0
H13383,2013,1,0,N,V,V,U,784,1,1960,   .,32248,0
H19243,2015,0.956164384,0,V,N,O,R,396,1,1974,3,33003,0
H158,2013,0.482191781,0,V,N,O,R,295,1,1910,2,33009,0
H16119,2013,1,1,V,N,O,R,1200,1,1900,4,33009,0
H17333,2016,1,1,V,N,O,R,1300,1,1981,6,33009,1
H19561,2015,1,0,V,N,O,R,650,1,1990,2,33009,1
H6108,2015,1,1,V,V,V,U,1670,1,1960,   .,33009,0
H7472,2012,1,0,N,V,V,U,200,1,1960,   .,33009,0
H7473,2013,1,0,N,V,V,U,200,1,1960,   .,33009,0
H14989,2012,1,1,N,V,V,U,2315,1,1988,   .,33011,0
H16183,2016,0.967213115,1,V,N,O,R,1210,1,1600,3,33018,0
H565,2015,1,1,V,N,O,R,365,3,1870,2,33039,0
H12976,2013,1,1,V,N,O,R,1200,3,1850,5,33063,1
H13172,2013,0.915068493,1,N,V,V,U,300,3,,   .,33063,1
H13603,2012,1,1,N,V,V,U,234,3,1960,   .,33063,0
H13620,2012,1,1,N,V,V,U,400,3,,   .,33063,0
H13682,2013,1,0,N,V,V,U,550,3,1960,   .,33063,1
H13685,2014,1,0,V,N,O,R,1898,3,1850,3,33063,0
H13686,2014,1,0,N,V,V,U,516,3,1960,   .,33063,0
H13687,2014,1,0,N,V,V,U,1463,3,1960,   .,33063,1
H13689,2015,0.997260274,0,V,N,O,R,300,3,1875,4,33063,0
H13690,2016,0.99726776,0,V,N,O,R,300,3,1875,4,33063,0
H13691,2013,1,0,N,V,V,U,140,3,1960,   .,33063,0
H13693,2012,1,0,V,N,O,R,261,3,1875,4,33063,0
H13694,2012,1,0,V,N,O,R,510,3,1875,4,33063,1
H13695,2013,1,0,N,V,V,U,490,3,1960,   .,33063,0
H13696,2012,1,0,N,V,V,U,550,3,1960,   .,33063,0
H13697,2014,1,0,N,V,V,U,550,3,1960,   .,33063,0
H13698,2012,1,0,V,N,O,R,250,3,1850,4,33063,0
H13700,2015,1,0,V,N,O,R,250,3,1850,4,33063,0
H13701,2016,0.99726776,0,V,N,O,R,250,3,1850,4,33063,1
H13702,2013,1,0,N,V,V,U,595,3,1960,   .,33063,1
H13838,2013,1,0,N,V,V,U,286,3,1960,   .,33063,1
H13849,2013,1,0,V,N,O,R,4300,1,1988,4,33063,0
H14123,2013,0.347945205,1,N,V,V,U,700,3,1960,   .,33063,0
H14508,2012,1,1,N,V,V,U,320,3,,   .,33063,0
H14636,2013,1,1,N,V,V,U,400,3,1960,   .,33063,0
H14637,2015,1,1,N,V,V,U,400,3,1960,   .,33063,0
H15169,2015,1,0,N,V,V,U,540,3,1960,   .,33063,0
H15170,2016,1,0,N,V,V,U,540,3,1960,   .,33063,0
H15208,2012,1,0,V,N,O,R,700,3,1850,4,33063,1
H15489,2013,1,0,V,N,O,R,510,3,1898,4,33063,0
H15574,2012,1,1,V,N,O,R,660,3,1950,5,33063,0
H15663,2013,1,1,V,N,O,R,3300,1,1965,5,33063,0
H15698,2012,1,1,V,N,O,R,5264,1,1960,5,33063,0
H15703,2012,1,1,V,N,O,R,1065,3,1964,3,33063,0
H15710,2013,1,1,V,N,O,R,1250,1,1960,4,33063,0
H15711,2014,1,1,V,N,O,R,1250,1,1960,4,33063,0
H15712,2016,0.99726776,1,V,N,O,R,1250,1,1960,4,33063,0
H15856,2016,0.99726776,1,V,N,O,R,1234,3,2001,2,33063,1
H15871,2014,1,1,V,N,O,R,850,3,1975,4,33063,0
H15872,2015,1,1,V,N,O,R,850,3,1975,4,33063,0
H15873,2013,1,1,V,N,O,R,14120,3,1980,8,33063,0
H15902,2013,0,1,V,N,O,R,600,3,1900,5,33063,0
H15915,2013,0.18630137,1,V,N,O,R,1344,3,1900,5,33063,0
H16008,2012,1,0,V,N,O,R,300,3,1880,2,33063,0
H16510,2012,1,1,V,N,O,R,846,1,1997,5,33063,0
H16511,2014,0.495890411,1,V,N,O,R,846,1,1997,5,33063,0
H16568,2012,1,1,V,N,O,R,3678,3,1990,5,33063,1
H16569,2013,1,1,V,N,O,R,3678,3,1990,5,33063,1
H16576,2013,1,1,V,N,O,R,1155,3,1960,4,33063,0
H16640,2012,1,1,V,N,O,R,1430,3,1900,3,33063,1
H16679,2012,1,0,V,N,O,R,2450,3,1920,4,33063,0
H16726,2015,1,1,V,N,O,R,3281,1,1980,5,33063,1
H16888,2012,1,0,V,N,O,R,310,3,1900,1,33063,0
H16889,2016,0.99726776,0,V,N,O,R,310,3,1900,1,33063,0
H16954,2012,1,1,V,N,O,R,210,3,1800,4,33063,0
H17040,2016,0.99726776,0,V,N,O,R,150,3,1900,2,33063,0
H17181,2015,1,1,V,N,O,R,3206,3,1989,6,33063,0
H17381,2014,1,1,V,N,O,R,696,3,2005,3,33063,0
H17412,2012,1,1,V,N,O,R,934,3,1890,3,33063,0
H17465,2013,0.495890411,1,V,N,O,R,2036,1,2000,1,33063,0
H17576,2014,1,1,V,N,O,R,200,3,1880,2,33063,0
H17900,2012,1,1,V,N,O,R,2190,1,1985,7,33063,0
H17928,2013,1,1,V,N,O,R,4863,3,2011,5,33063,0
H17946,2013,0.210958904,1,V,N,O,R,410,3,1970,4,33063,0
H17961,2012,1,1,V,N,O,R,8697,3,2005,3,33063,1
H18091,2014,1,1,V,N,O,R,8916,3,2009,6,33063,1
H18137,2014,1,1,V,N,O,R,200,3,1800,4,33063,0
H18139,2012,0.450819672,1,V,N,O,R,220,3,1900,2,33063,0
H18144,2012,0.953551913,0,V,N,O,R,260,3,1930,2,33063,0
H18166,2015,1,0,V,N,O,R,230,3,1930,1,33063,0
H18186,2012,0.822404372,1,V,N,O,R,3750,1,1978,5,33063,0
H18187,2015,1,1,V,N,O,R,3750,1,1978,5,33063,0
H18351,2012,0.75136612,1,V,N,O,R,3700,3,1800,3,33063,1
H18406,2012,0.642076503,1,V,N,O,R,1566,1,1981,5,33063,0
H18591,2013,1,0,V,N,O,R,450,3,1920,3,33063,0
H18653,2013,1,1,V,N,O,R,610,1,1900,4,33063,0
H18802,2016,0.633879781,1,V,N,O,R,2000,1,2004,2,33063,0
H18832,2013,1,0,V,N,O,R,252,3,1850,3,33063,0
H19025,2013,1,1,V,N,O,R,1055,3,1900,4,33063,0
H19142,2013,0.964383562,1,V,N,O,R,1200,3,1990,5,33063,1
H19143,2014,1,1,V,N,O,R,1200,3,1990,5,33063,0
H19166,2013,0.868493151,1,V,N,O,R,1115,3,1997,4,33063,1
H19584,2015,0,0,V,N,O,R,300,3,1900,4,33063,0
H19715,2015,0.504109589,1,V,N,O,R,590,3,1900,3,33063,1
H19795,2015,0.167123288,1,V,N,O,R,500,1,1850,3,33063,0
H19917,2016,0.56284153,0,V,N,O,R,410,3,1900,3,33063,0
H19926,2016,0.37704918,1,V,N,O,R,500,3,1950,2,33063,0
H19937,2016,0.573770492,1,V,N,O,R,140,3,1950,3,33063,0
H2116,2013,1,1,V,V,V,U,610,3,,   .,33063,0
H2117,2014,0.495890411,1,V,V,V,U,610,3,,   .,33063,0
H2204,2012,1,1,V,V,V,U,520,1,1960,   .,33063,0
H2205,2013,1,1,V,V,V,U,520,1,1960,   .,33063,0
H2206,2015,1,1,V,V,V,U,520,1,1960,   .,33063,0
H2999,2012,0,0,V,V,V,U,188,3,,   .,33063,0
H3000,2015,0,0,V,V,V,U,188,3,,   .,33063,0
H3430,2013,0.106849315,1,V,V,V,U,400,3,,   .,33063,0
H3436,2013,1,1,V,N,O,R,500,3,1970,3,33063,0
H3437,2016,0.415300546,1,V,N,O,R,500,3,1970,3,33063,0
H3741,2012,1,1,V,V,V,U,300,3,,   .,33063,0
H3823,2012,1,0,V,V,V,U,1250,3,1960,   .,33063,0
H3851,2016,0.99726776,1,N,V,V,U,900,1,1960,   .,33063,0
H3882,2012,1,0,N,V,V,U,380,1,1960,   .,33063,0
H4088,2013,0.230136986,0,N,V,V,U,377,1,1960,   .,33063,0
H4133,2012,1,1,N,V,V,U,125,3,,   .,33063,0
H4210,2014,1,0,N,V,V,U,405,3,1960,   .,33063,0
H4227,2013,1,1,N,V,V,U,179,3,1960,   .,33063,0
H4231,2016,0.163934426,1,N,V,V,U,280,3,1960,   .,33063,0
H4387,2013,1,0,N,V,V,U,1920,1,1980,   .,33063,1
H4454,2012,1,1,N,V,V,U,600,3,1960,   .,33063,0
H4455,2015,1,1,N,V,V,U,600,3,1960,   .,33063,0
H4498,2012,1,1,V,V,V,U,260,3,,   .,33063,0
H4635,2014,0.539726027,1,N,V,V,U,250,3,1960,   .,33063,0
H4807,2016,0.99726776,1,N,V,V,U,410,3,1960,   .,33063,0
H4865,2012,1,1,N,V,V,U,400,3,1960,   .,33063,0
H50,2015,1,0,V,N,O,R,1700,3,1800,4,33063,0
H5197,2012,1,1,V,V,V,U,1020,3,,   .,33063,0
H5284,2012,1,1,N,V,V,U,300,3,1960,   .,33063,1
H5289,2013,0.630136986,1,N,V,V,U,930,3,,   .,33063,0
H567,2012,1,1,V,V,V,U,356,3,,   .,33063,0
H572,2014,1,1,V,V,V,U,450,1,,   .,33063,0
H573,2015,0.123287671,1,V,V,V,U,450,1,,   .,33063,0
H6071,2013,0.917808219,1,V,V,V,U,1200,3,1980,   .,33063,0
H6260,2012,1,0,N,V,V,U,650,3,1960,   .,33063,0
H6418,2014,1,1,N,V,V,U,200,3,1960,   .,33063,0
H6428,2014,1,0,V,N,O,R,200,3,1800,5,33063,0
H6429,2015,0.665753425,0,V,N,O,R,200,3,1800,5,33063,0
H6466,2013,1,1,V,N,O,R,600,3,1850,3,33063,1
H6529,2013,1,1,V,N,O,R,700,3,1930,3,33063,0
H6577,2013,0.882191781,1,V,V,V,U,255,3,,   .,33063,0
H6583,2012,1,1,V,V,V,U,540,3,,   .,33063,0
H6637,2015,0.216438356,1,V,V,V,U,1412,3,,   .,33063,0
H6646,2016,1,1,V,N,O,R,370,3,1800,4,33063,0
H7001,2014,0.816438356,1,N,V,V,U,500,3,,   .,33063,1
H7029,2013,0.816438356,1,V,N,O,R,1320,3,1970,5,33063,0
H7079,2012,0.74863388,0,N,V,V,U,416,3,1988,   .,33063,0
H7125,2013,1,0,V,V,V,U,600,3,1980,   .,33063,0
H7417,2012,1,1,N,V,V,U,900,1,1960,   .,33063,1
H15709,2014,1,1,V,N,O,R,2544,3,1972,5,33069,0
H16570,2014,1,1,V,N,O,R,3182,3,2005,3,33069,0
H16571,2015,1,1,V,N,O,R,3182,3,2005,3,33069,1
H19098,2015,0.997260274,1,V,N,,R,8350,3,1985,3,33069,1
H5025,2012,1,1,V,V,V,U,5746,1,,   .,33096,1
H5026,2013,0.865753425,1,V,V,V,U,5746,1,,   .,33096,0
H569,2015,1,1,V,N,O,R,500,1,1970,1,33096,0
H570,2016,0.99726776,1,V,N,O,R,500,1,1970,1,33096,0
H18681,2015,1,1,V,N,O,R,400,1,1960,2,33143,0
H18708,2013,1,1,V,N,O,R,3803,1,1970,>=10,33192,1
H6585,2012,1,1,V,V,V,U,2868,1,,   .,33192,0
H17504,2012,1,1,V,N,O,R,1211,1,2001,3,33199,0
H17826,2012,1,1,V,N,O,R,3324,3,2011,3,33200,0
H18948,2013,1,1,V,N,O,R,6896,3,2012,3,33200,0
H18949,2016,0.745901639,1,V,N,O,R,6896,3,2012,3,33200,0
H5277,2016,1,0,V,N,O,R,350,1,1967,2,33236,0
H19928,2016,0.25136612,1,V,N,O,R,5998,1,1975,5,33249,0
H5315,2013,0.109589041,1,V,V,V,U,2250,1,1980,   .,33249,0
H14777,2013,0.189041096,0,N,V,V,U,360,1,1988,   .,33253,0
H16808,2013,1,1,V,N,O,R,3754,3,1960,6,33281,0
H19016,2015,0.983561644,1,V,N,O,R,2892,3,2012,3,33281,0
H5027,2012,1,1,V,N,O,R,3376,3,1960,4,33281,1
H16125,2012,1,1,V,N,O,R,2665,3,1972,4,33318,0
H16537,2013,0.832876712,1,V,N,O,R,2600,3,1992,5,33318,0
H19154,2013,0.873972603,1,V,N,O,R,3771,3,2012,2,33318,0
H18725,2014,1,0,V,N,O,R,2500,1,1945,2,33366,0
H14583,2013,1,0,N,V,V,U,1637,3,1988,   .,33522,0
H5153,2013,1,1,V,N,O,R,2692,3,1960,5,33522,0
H19768,2015,0.268493151,0,V,N,O,R,160,1,1967,1,33529,0
H18095,2013,1,0,V,N,O,R,450,1,1980,2,33550,0
H18096,2014,1,0,V,N,O,R,450,1,1980,2,33550,0
H17300,2012,1,1,V,N,O,R,716,1,2011,2,33555,0
H17301,2014,1,1,V,N,O,R,716,1,2011,2,33555,0
H17302,2015,1,1,V,N,O,R,716,1,2011,2,33555,0
H3393,2014,1,0,V,V,V,U,350,1,1980,   .,33933,0
H12786,2013,1,0,N,V,V,U,3357,2,1988,   .,34003,0
H12787,2015,1,0,N,V,V,U,3357,2,1988,   .,34003,1
H14113,2013,1,0,N,V,V,U,600,2,1988,   .,34003,0
H14486,2013,1,0,N,V,V,U,100,2,1988,   .,34003,0
H16908,2016,0.99726776,0,V,N,O,R,1285,2,2011,4,34003,0
H1880,2013,1,0,V,V,V,U,699,2,1980,   .,34003,0
H1904,2012,0.24863388,0,V,V,V,U,10173,2,1980,   .,34003,1
H4937,2012,1,0,V,V,V,U,6000,2,1980,   .,34003,0
H4938,2013,0,0,V,V,V,U,6000,2,1980,   .,34003,0
H6961,2013,1,1,N,V,V,U,6500,2,1988,   .,34003,0
H17276,2016,1,1,V,N,O,R,11000,2,1960,5,34023,1
H19931,2016,0.25136612,1,V,N,O,R,9000,2,1960,5,34023,1
H6651,2012,1,0,V,V,V,U,1000,2,1980,   .,34023,0
H6652,2013,1,0,V,V,V,U,1000,2,1980,   .,34023,0
H13548,2014,1,0,V,N,O,R,1200,2,1900,4,34028,0
H1339,2012,1,0,V,V,V,U,920,2,1960,   .,34032,0
H1369,2013,0.750684932,0,V,V,V,U,3783,2,1980,   .,34032,0
H14493,2014,1,0,V,N,O,R,400,2,1900,4,34032,0
H14690,2013,0.747945205,0,N,V,V,U,1500,2,1980,   .,34032,0
H14771,2012,1,0,N,V,V,U,534,2,1960,   .,34032,0
H15409,2014,0.246575342,0,V,N,O,R,2568,2,1960,6,34032,0
H1587,2012,1,0,V,V,V,U,2500,2,1980,   .,34032,1
H1588,2016,0.99726776,0,V,V,V,U,2500,2,1980,   .,34032,0
H1597,2016,0.99726776,0,V,V,V,U,1724,2,1980,   .,34032,0
H16902,2012,1,0,V,N,O,R,1866,2,1965,4,34032,0
H16906,2012,1,0,V,N,O,R,731,2,2010,3,34032,0
H17009,2013,1,0,V,N,O,R,3267,2,1960,6,34032,0
H17046,2012,1,0,V,N,O,R,3350,2,1960,7,34032,1
H17509,2016,1,0,V,N,O,R,2304,2,1970,6,34032,0
H1886,2015,1,0,V,V,V,U,4035,2,1980,   .,34032,0
H1887,2016,0.99726776,0,V,V,V,U,4035,2,1980,   .,34032,1
H1926,2012,1,0,V,V,V,U,2000,2,1980,   .,34032,0
H1937,2012,1,0,V,V,V,U,810,2,1960,   .,34032,0
H1958,2013,0,0,V,V,V,U,2488,2,1980,   .,34032,0
H3980,2013,1,0,V,V,V,U,833,2,1980,   .,34032,0
H4028,2014,1,0,V,V,V,U,750,2,1980,   .,34032,1
H4029,2016,1,0,V,V,V,U,750,2,1980,   .,34032,0
H435,2012,1,0,V,V,V,U,630,2,1960,   .,34032,0
H437,2013,1,0,V,V,V,U,1000,2,1980,   .,34032,0
H4720,2012,1,0,V,V,V,U,337,2,1960,   .,34032,0
H4890,2013,1,0,V,V,V,U,980,2,1960,   .,34032,1
H4891,2016,1,0,V,V,V,U,980,2,1960,   .,34032,1
H4952,2012,1,0,V,V,V,U,740,2,1960,   .,34032,0
H6078,2014,1,0,N,V,V,U,500,2,1980,   .,34032,0
H6079,2015,1,0,N,V,V,U,500,2,1980,   .,34032,0
H6228,2013,1,0,V,N,O,R,760,2,1600,4,34032,0
H6229,2015,1,0,V,N,O,R,760,2,1600,4,34032,0
H6617,2014,1,0,V,V,V,U,1330,2,1980,   .,34032,0
H6674,2014,1,0,V,V,V,U,1200,2,1960,   .,34032,0
H6675,2013,1,0,V,V,V,U,1028,2,1960,   .,34032,0
H6676,2016,1,0,V,V,V,U,1028,2,1960,   .,34032,0
H6677,2014,1,0,V,V,V,U,3650,2,1960,   .,34032,0
H6719,2013,1,0,N,V,V,U,1600,2,1960,   .,34032,1
H7229,2012,1,1,V,N,O,R,3538,2,2004,5,34032,1
H14191,2012,1,1,N,V,V,U,7302,2,1988,   .,34037,0
H17787,2013,1,1,V,N,O,R,1021,2,2011,3,34057,0
H15750,2014,0.915068493,1,V,N,O,R,1494,2,2009,2,34073,0
H1394,2012,1,0,V,V,V,U,1650,2,1980,   .,34079,0
H1849,2015,1,0,V,V,V,U,5575,2,1960,   .,34079,0
H14868,2013,0.84109589,1,N,V,V,U,450,2,1960,   .,34088,1
H12838,2013,1,0,N,V,V,U,10,2,1980,   .,34108,0
H12839,2016,0.99726776,0,N,V,V,U,10,2,1980,   .,34108,0
H13637,2012,1,1,V,N,O,R,738,2,1990,3,34108,0
H13638,2014,1,1,V,N,O,R,738,2,1990,3,34108,0
H14930,2012,1,0,N,V,V,U,1800,2,1988,   .,34108,0
H15932,2013,1,1,V,N,O,R,800,2,1988,3,34108,1
H15934,2013,1,1,V,N,O,R,1314,2,1990,4,34108,1
H16084,2013,1,1,V,N,O,R,1200,2,1989,4,34108,0
H17629,2014,1,1,V,N,O,R,3000,2,1960,4,34108,1
H17630,2015,1,1,V,N,O,R,3000,2,1960,4,34108,1
H6653,2013,1,0,V,V,V,U,1776,2,1980,   .,34108,0
H12706,2016,1,0,V,N,O,R,360,2,1900,3,34113,0
H15467,2012,1,0,V,N,O,R,800,2,2009,3,34113,0
H15468,2013,1,0,V,N,O,R,800,2,2009,3,34113,0
H14854,2016,0.99726776,0,N,V,V,U,310,2,1988,   .,34120,0
H7374,2012,1,0,N,V,V,U,300,2,,   .,34120,0
H13124,2013,1,0,N,V,V,U,5657,2,1988,   .,34129,0
H13204,2015,1,1,V,N,O,R,1390,2,2000,4,34129,0
H15577,2012,1,0,V,N,O,R,1200,2,2008,1,34150,0
H18447,2012,0.680327869,1,V,N,O,R,2138,2,2012,3,34157,0
H13187,2014,0.821917808,0,N,V,V,U,360,2,1960,   .,34172,0
H13566,2012,1,0,V,N,O,R,370,2,1970,2,34172,0
H13640,2016,0.99726776,0,N,V,V,U,400,2,1960,   .,34172,0
H13925,2013,1,0,N,V,V,U,1400,2,1980,   .,34172,0
H13928,2013,0.161643836,0,N,V,V,U,2100,2,1960,   .,34172,0
H1415,2013,1,0,V,V,V,U,2465,2,1980,   .,34172,0
H14380,2014,1,0,N,V,V,U,1400,2,1960,   .,34172,0
H14390,2013,1,0,N,V,V,U,350,2,1960,   .,34172,0
H14628,2013,1,0,N,V,V,U,200,2,1960,   .,34172,0
H149,2013,1,0,V,V,V,U,450,2,1960,   .,34172,0
H150,2014,0.495890411,0,V,V,V,U,450,2,1960,   .,34172,0
H15272,2013,1,0,V,N,O,R,450,2,1930,3,34172,0
H16221,2014,0.038356164,0,V,N,O,R,335,2,1930,2,34172,0
H16231,2012,1,0,V,N,O,R,412,2,1920,2,34172,0
H16232,2014,1,0,V,N,O,R,412,2,1920,2,34172,0
H17866,2012,1,0,V,N,O,R,3000,2,1992,4,34172,0
H19196,2013,0.671232877,0,V,N,O,R,390,2,1950,2,34172,0
H19600,2015,1,0,V,N,O,R,5325,2,2006,6,34172,0
H19878,2016,0,0,V,N,O,R,1689,2,1900,4,34172,0
H2055,2013,1,0,V,V,V,U,3583,2,1980,   .,34172,0
H2164,2014,1,0,V,V,V,U,2100,2,1960,   .,34172,1
H2167,2012,1,0,V,V,V,U,530,2,1960,   .,34172,0
H2179,2016,1,0,V,N,O,R,2476,2,1988,4,34172,0
H2214,2012,1,0,V,V,V,U,1140,2,1960,   .,34172,0
H2215,2014,1,0,V,N,O,R,1000,2,1930,3,34172,1
H2253,2014,1,0,V,V,V,U,2725,2,1980,   .,34172,0
H2255,2013,1,0,V,N,O,R,1700,2,1970,4,34172,0
H2256,2013,1,0,V,V,V,U,420,2,1960,   .,34172,0
H2383,2012,1,0,V,V,V,U,800,2,1980,   .,34172,0
H2712,2014,1,0,V,N,O,R,550,2,1950,3,34172,0
H2773,2012,1,0,V,N,O,R,140,2,1930,2,34172,0
H2774,2013,1,0,V,N,O,R,140,2,1930,2,34172,0
H2926,2012,1,0,V,V,V,U,300,2,1980,   .,34172,0
H2927,2013,0.860273973,0,V,V,V,U,950,2,1960,   .,34172,0
H2939,2013,0.832876712,0,V,V,V,U,3600,2,1980,   .,34172,0
H3034,2012,1,0,V,V,V,U,520,2,1960,   .,34172,0
H3035,2015,1,0,V,N,O,R,400,2,1900,3,34172,0
H3036,2015,1,0,V,V,V,U,500,2,1960,   .,34172,0
H3074,2013,1,0,V,V,V,U,200,2,1960,   .,34172,0
H3578,2013,0.912328767,0,V,V,V,U,450,2,1960,   .,34172,0
H361,2015,1,0,V,V,V,U,1600,2,1980,   .,34172,0
H3936,2013,1,0,V,V,V,U,800,2,1960,   .,34172,1
H3937,2016,0.415300546,0,V,V,V,U,800,2,1960,   .,34172,0
H4569,2016,0.99726776,0,V,N,O,R,330,2,1900,4,34172,1
H4654,2013,0.597260274,0,N,V,V,U,1000,2,1960,   .,34172,0
H481,2012,1,0,V,N,O,R,580,2,1930,3,34172,0
H482,2015,1,0,V,N,O,R,580,2,1930,3,34172,0
H4831,2012,1,0,N,V,V,U,250,2,1960,   .,34172,0
H4963,2012,1,0,N,V,V,U,542,2,1960,   .,34172,0
H5076,2014,1,0,V,V,V,U,200,2,1960,   .,34172,0
H5099,2013,1,0,N,V,V,U,2000,2,1980,   .,34172,0
H5214,2014,1,0,V,N,O,R,810,2,1930,3,34172,0
H5861,2013,1,0,V,N,O,R,710,2,1960,2,34172,0
H6759,2013,1,0,V,N,O,R,450,2,1900,3,34172,0
H6936,2015,0.457534247,0,V,V,V,U,1200,2,1960,   .,34172,0
H6946,2012,1,0,N,V,V,U,650,2,1960,   .,34172,1
H6957,2013,1,0,N,V,V,U,780,2,1980,   .,34172,1
H13929,2012,1,0,N,V,V,U,1600,2,1980,   .,34192,1
H14348,2012,1,0,V,N,O,R,1260,2,1960,3,34192,1
H14349,2014,1,0,V,N,O,R,1260,2,1960,3,34192,0
H15341,2013,1,0,V,N,O,R,677,2,2009,3,34192,0
H1995,2012,1,0,V,N,O,R,1200,2,1963,3,34192,0
H2457,2013,1,0,V,N,O,R,1148,2,1989,1,34192,1
H5737,2013,0.832876712,0,V,V,V,U,667,2,1980,   .,34192,0
H7287,2014,1,0,V,N,O,R,579,2,2004,2,34192,0
H7466,2012,1,0,N,V,V,U,200,2,1960,   .,34192,0
H19794,2015,0.142465753,0,V,N,O,R,175,2,1900,2,34259,0
H13105,2012,1,0,N,V,V,U,820,2,1960,   .,34301,0
H13106,2015,1,0,N,V,V,U,820,2,1960,   .,34301,0
H13107,2016,0.99726776,0,N,V,V,U,820,2,1960,   .,34301,1
H13183,2013,0.769863014,0,N,V,V,U,570,2,1960,   .,34301,0
H14040,2012,1,0,N,V,V,U,1750,2,1960,   .,34301,0
H14041,2014,1,0,N,V,V,U,1750,2,1960,   .,34301,1
H14084,2014,1,1,N,V,V,U,1625,2,1988,   .,34301,0
H14504,2012,0.581967213,0,N,V,V,U,1700,2,1980,   .,34301,0
H16240,2014,1,1,V,N,O,R,1200,2,1988,6,34301,0
H17558,2015,1,1,V,N,O,R,380,2,1930,4,34301,0
H17559,2016,0.99726776,1,V,N,O,R,380,2,1930,4,34301,0
H1863,2012,1,0,V,N,O,R,1133,2,1960,1,34301,0
H18730,2012,0.581967213,0,V,N,O,R,320,2,1950,3,34301,0
H18991,2012,0.584699454,1,V,N,O,R,5450,2,1980,5,34301,1
H19810,2016,0.99726776,0,V,N,O,R,985,2,2006,2,34301,1
H4024,2013,1,0,V,N,O,R,500,2,1900,2,34301,0
H6503,2012,1,0,N,V,V,U,530,2,1960,   .,34301,0
H7011,2014,1,0,V,N,O,R,1590,2,1960,3,34301,0
H14613,2013,0.665753425,0,N,V,V,U,825,2,1988,   .,34321,1
H1353,2016,1,0,V,V,V,U,2710,2,1988,   .,34324,0
H13874,2012,1,1,V,N,O,R,460,2,2009,3,34324,0
H1413,2012,1,0,V,V,V,U,2529,2,1980,   .,34324,1
H1642,2015,1,0,V,V,V,U,4160,2,1988,   .,34324,0
H1657,2014,0.802739726,0,V,V,V,U,5900,2,1988,   .,34324,1
H16685,2014,1,1,V,N,O,R,1859,2,1998,3,34324,0
H16988,2012,1,0,V,N,O,R,650,2,1981,2,34324,0
H16989,2015,1,0,V,N,O,R,650,2,1981,2,34324,1
H17324,2014,1,1,V,N,O,R,994,2,2011,1,34324,0
H17325,2015,1,1,V,N,O,R,994,2,2011,1,34324,0
H18607,2012,0.50273224,1,V,N,O,R,180,2,1949,3,34324,0
H1888,2012,1,0,V,V,V,U,8957,2,1980,   .,34324,1
H1902,2013,1,0,V,V,V,U,1250,2,1980,   .,34324,0
H1903,2016,1,0,V,V,V,U,1250,2,1980,   .,34324,1
H3033,2014,1,0,V,N,O,R,1200,2,1970,2,34324,0
H3061,2014,0,0,V,V,V,U,350,2,,   .,34324,0
H3981,2013,1,0,V,V,V,U,380,2,1980,   .,34324,0
H436,2014,1,0,V,V,V,U,1000,2,1960,   .,34324,1
H4740,2012,1,1,V,N,O,R,400,2,1950,3,34324,1
